"ENSEMBL_ID","N61311_Untreated","N61311_Dexamethasone","N052611_Untreated","N052611_Dexamethasone","N080611_Untreated","N080611_Dexamethasone","N061011_Untreated","N061011_Dexamethasone"
"ENSG00000235625",0,0,0,0,0,0,0,0
"ENSG00000271386",0,0,0,0,0,0,0,0
"ENSG00000200686",0,0,0,0,0,0,0,0
"ENSG00000229865",0,0,0,0,0,0,0,0
"ENSG00000224686",0,0,0,0,0,0,0,0
"ENSG00000271776",0,0,0,0,0,0,0,0
"ENSG00000152192",0,1,0,0,0,0,0,0
"ENSG00000152193",167,165,203,117,195,267,161,158
"ENSG00000237109",0,0,0,0,0,0,0,0
"ENSG00000225427",0,0,0,0,0,0,0,0
"ENSG00000215357",0,0,0,0,0,0,0,0
"ENSG00000230584",0,1,0,0,0,0,0,0
"ENSG00000236277",0,0,0,0,0,0,0,0
"ENSG00000226670",0,0,0,0,0,0,0,0
"ENSG00000139746",879,665,1075,502,1233,1346,825,730
"ENSG00000252496",0,0,1,0,0,1,0,0
"ENSG00000227354",25,18,31,16,56,78,41,11
"ENSG00000232132",0,0,0,0,0,0,0,0
"ENSG00000102471",549,493,689,398,660,885,461,618
"ENSG00000227676",1,1,0,0,0,0,0,0
"ENSG00000285902",0,0,0,0,0,0,0,0
"ENSG00000229011",0,0,0,0,0,0,0,0
"ENSG00000229175",0,0,0,0,0,0,0,0
"ENSG00000284196",0,0,0,0,0,0,0,0
"ENSG00000281721",0,0,0,0,0,0,0,0
"ENSG00000285684",0,0,0,0,0,0,0,1
"ENSG00000136158",207,255,209,200,204,328,208,375
"ENSG00000202398",0,0,0,0,0,0,0,0
"ENSG00000227862",0,0,0,0,0,0,0,0
"ENSG00000226683",0,0,0,0,0,0,0,0
"ENSG00000231222",0,0,0,0,0,0,0,0
"ENSG00000229246",0,1,0,2,0,0,1,0
"ENSG00000270415",0,0,0,0,0,0,0,0
"ENSG00000260094",0,0,0,0,0,0,0,0
"ENSG00000229309",0,0,0,0,0,0,0,0
"ENSG00000222486",0,0,0,0,0,0,0,0
"ENSG00000237148",0,0,0,0,0,0,0,0
"ENSG00000214182",216,215,223,99,404,411,175,152
"ENSG00000237099",0,0,0,0,0,0,0,0
"ENSG00000270400",0,0,0,0,0,0,0,0
"ENSG00000222791",0,0,0,0,0,0,0,0
"ENSG00000178235",0,1,8,7,2,9,2,4
"ENSG00000285680",0,0,0,0,0,0,0,0
"ENSG00000215037",0,0,0,0,0,0,0,0
"ENSG00000224188",0,0,0,0,0,0,0,0
"ENSG00000285742",0,0,0,0,0,0,0,0
"ENSG00000228597",0,0,0,0,0,0,0,0
"ENSG00000232447",0,0,0,0,0,0,0,0
"ENSG00000233349",0,0,0,0,0,0,0,0
"ENSG00000226370",0,0,0,0,0,0,0,0
"ENSG00000226317",0,0,0,0,0,0,0,0
"ENSG00000285834",0,0,0,0,0,0,0,0
"ENSG00000184564",61,9,41,1,184,32,53,3
"ENSG00000278580",0,0,0,0,0,0,0,0
"ENSG00000228241",0,0,0,0,0,0,0,0
"ENSG00000232252",0,0,0,0,0,0,0,0
"ENSG00000283371",0,0,0,0,0,0,0,0
"ENSG00000277914",0,0,0,0,0,1,1,0
"ENSG00000231879",0,0,0,0,0,0,0,0
"ENSG00000233528",0,0,0,0,0,0,0,0
"ENSG00000228074",0,0,0,0,0,0,0,0
"ENSG00000228473",0,0,0,0,0,0,0,0
"ENSG00000285699",0,0,0,0,0,0,0,0
"ENSG00000232636",0,0,0,0,0,0,0,0
"ENSG00000228824",0,0,0,0,0,0,0,0
"ENSG00000272515",0,0,0,0,0,0,0,0
"ENSG00000266052",0,0,0,0,0,0,0,0
"ENSG00000165300",4,4,3,1,0,2,2,0
"ENSG00000277640",0,0,0,0,0,0,0,0
"ENSG00000223404",0,0,0,0,0,0,0,0
"ENSG00000272046",0,0,0,0,0,0,0,0
"ENSG00000232204",0,0,0,0,0,0,0,0
"ENSG00000231019",0,0,0,0,0,0,0,0
"ENSG00000225289",0,0,0,0,0,0,0,0
"ENSG00000285811",0,0,0,0,0,0,0,0
"ENSG00000229443",0,0,0,0,0,0,0,0
"ENSG00000283130",0,0,0,0,0,0,0,0
"ENSG00000261666",0,0,0,0,0,0,0,0
"ENSG00000233211",0,0,0,0,0,0,0,0
"ENSG00000232225",0,0,0,0,0,0,0,0
"ENSG00000227247",0,0,0,0,0,0,0,0
"ENSG00000234660",0,0,0,0,0,0,0,0
"ENSG00000225530",0,0,0,1,0,0,0,0
"ENSG00000226037",0,0,0,0,0,0,0,0
"ENSG00000236176",0,0,0,0,0,0,0,0
"ENSG00000271395",0,0,0,0,0,0,0,0
"ENSG00000234227",0,0,0,0,0,0,0,0
"ENSG00000200733",0,0,0,0,0,0,0,0
"ENSG00000215418",0,0,0,0,0,0,0,0
"ENSG00000261446",0,0,0,0,0,0,0,0
"ENSG00000252696",0,0,0,0,0,0,0,0
"ENSG00000235879",0,0,0,0,0,0,0,0
"ENSG00000224419",0,0,0,0,0,0,0,0
"ENSG00000283783",0,0,0,0,0,0,0,0
"ENSG00000234384",0,0,0,0,0,0,0,0
"ENSG00000251753",0,0,0,0,0,0,0,0
"ENSG00000231674",0,0,0,0,0,0,0,0
"ENSG00000227983",0,0,0,0,0,0,0,0
"ENSG00000234625",0,0,0,0,0,0,0,0
"ENSG00000229557",0,0,0,0,0,0,0,0
"ENSG00000214178",0,0,0,0,0,0,0,0
"ENSG00000215417",4,11,9,4,8,18,4,7
"ENSG00000284536",0,0,0,0,0,0,0,0
"ENSG00000283815",0,0,0,0,0,0,0,0
"ENSG00000284204",0,0,0,0,0,0,0,0
"ENSG00000283762",0,0,0,0,0,0,0,0
"ENSG00000284375",0,0,0,0,0,0,0,0
"ENSG00000283705",0,0,0,0,0,0,0,0
"ENSG00000179399",0,1,0,1,1,1,0,0
"ENSG00000282864",0,0,0,0,0,0,0,0
"ENSG00000282997",0,0,0,0,0,0,0,0
"ENSG00000252508",0,0,0,0,0,0,0,0
"ENSG00000229287",0,0,0,0,0,0,0,0
"ENSG00000282865",0,0,0,0,0,0,0,0
"ENSG00000232885",0,0,0,0,0,0,0,0
"ENSG00000283097",0,0,0,0,0,0,0,0
"ENSG00000236240",0,0,0,0,0,0,0,0
"ENSG00000263741",0,0,0,0,0,0,0,0
"ENSG00000282993",0,0,0,0,0,0,0,0
"ENSG00000235984",0,0,0,1,0,0,0,0
"ENSG00000232849",0,0,0,0,0,0,0,0
"ENSG00000278177",1,4,9,3,2,10,5,7
"ENSG00000183098",2817,2021,5366,2985,3066,5033,4712,4970
"ENSG00000235784",0,0,0,0,0,0,0,0
"ENSG00000224394",0,0,0,0,0,0,1,0
"ENSG00000212559",0,0,0,0,0,0,0,0
"ENSG00000236520",0,0,0,0,0,0,0,0
"ENSG00000080166",5,4,5,3,9,5,10,2
"ENSG00000088451",103,96,144,69,114,189,109,111
"ENSG00000152749",291,299,271,167,362,522,229,220
"ENSG00000222129",0,0,0,0,0,0,0,0
"ENSG00000274168",0,0,0,0,0,0,0,0
"ENSG00000238230",0,0,0,0,0,0,0,0
"ENSG00000125285",0,1,0,0,0,0,0,0
"ENSG00000227640",0,0,0,0,0,0,0,0
"ENSG00000235768",1,2,0,1,4,2,1,1
"ENSG00000237924",0,0,0,0,0,0,1,0
"ENSG00000260962",0,0,0,0,0,0,0,0
"ENSG00000252335",2,2,1,0,0,0,0,0
"ENSG00000125257",1234,1267,915,931,1790,2932,720,1185
"ENSG00000223298",5,1,1,3,6,9,6,5
"ENSG00000200211",0,0,0,0,0,0,0,0
"ENSG00000271492",0,0,0,0,0,0,0,0
"ENSG00000134873",1,0,0,0,1,2,0,2
"ENSG00000223392",0,0,0,0,0,0,0,0
"ENSG00000134874",1651,1186,1991,887,2226,1827,2009,1446
"ENSG00000247400",31,23,20,10,13,27,25,16
"ENSG00000102580",1871,1917,2125,1749,1996,3635,1911,2294
"ENSG00000229622",0,0,0,0,0,0,0,0
"ENSG00000227714",0,0,0,0,0,0,0,0
"ENSG00000232373",0,0,0,0,0,0,0,0
"ENSG00000276809",1,0,1,2,0,4,2,2
"ENSG00000102595",848,781,994,703,1112,1289,647,844
"ENSG00000226977",0,0,0,0,2,0,1,2
"ENSG00000185352",0,2,2,5,0,7,0,15
"ENSG00000242614",0,0,0,0,0,0,0,0
"ENSG00000283487",0,0,0,0,0,0,0,0
"ENSG00000233273",0,0,0,0,0,0,0,0
"ENSG00000235137",0,0,0,0,0,0,0,0
"ENSG00000234267",0,0,0,0,0,0,0,0
"ENSG00000272329",0,0,0,0,0,0,0,0
"ENSG00000222472",0,0,0,0,0,0,0,0
"ENSG00000165621",0,0,1,0,0,0,0,0
"ENSG00000233124",0,0,0,0,0,0,0,0
"ENSG00000139793",1376,1606,1500,1365,1561,2476,1447,2137
"ENSG00000202290",2,0,3,2,0,1,2,0
"ENSG00000125249",963,762,686,392,1070,1139,590,570
"ENSG00000276573",1,0,1,0,0,0,0,0
"ENSG00000276704",0,0,1,0,1,3,0,0
"ENSG00000271625",0,0,0,1,0,0,0,0
"ENSG00000226134",0,0,0,0,0,2,0,0
"ENSG00000233291",0,0,0,0,0,0,0,0
"ENSG00000270725",0,0,0,0,0,0,0,0
"ENSG00000065150",4331,3368,5104,2861,4661,5337,4973,4125
"ENSG00000232217",0,1,0,0,0,0,0,0
"ENSG00000152767",1681,1611,2223,1182,2295,3839,1250,1534
"ENSG00000139797",0,0,0,0,0,0,0,0
"ENSG00000222969",0,0,0,0,0,0,0,0
"ENSG00000263399",0,0,0,0,0,0,0,0
"ENSG00000269189",0,0,0,0,0,0,0,0
"ENSG00000269599",0,0,0,0,0,0,0,0
"ENSG00000231194",1,0,0,0,0,3,1,0
"ENSG00000102572",775,751,861,604,1140,1217,755,1022
"ENSG00000271437",0,0,0,0,0,0,0,0
"ENSG00000224418",2,1,5,1,2,2,9,1
"ENSG00000217686",0,0,0,0,0,0,0,0
"ENSG00000233549",0,0,0,0,0,0,0,0
"ENSG00000233662",0,0,1,2,0,0,0,0
"ENSG00000243366",0,0,0,0,0,0,0,0
"ENSG00000088386",1,0,1,0,0,2,1,1
"ENSG00000088387",384,304,404,278,372,650,548,599
"ENSG00000229918",0,0,0,0,0,0,0,0
"ENSG00000275919",0,0,0,0,0,0,0,0
"ENSG00000231981",0,0,0,0,0,0,0,0
"ENSG00000207298",0,0,0,0,0,0,0,0
"ENSG00000260992",6,7,8,3,10,1,5,5
"ENSG00000230871",0,0,0,0,0,0,0,0
"ENSG00000234005",0,0,1,0,1,0,0,0
"ENSG00000228889",13,8,18,4,13,16,15,6
"ENSG00000134882",1123,1158,1607,924,1549,1925,1079,1202
"ENSG00000201793",0,0,0,0,0,0,0,0
"ENSG00000218502",0,0,0,1,0,2,0,1
"ENSG00000125245",0,0,0,0,0,0,1,0
"ENSG00000169508",0,0,0,0,0,0,0,1
"ENSG00000207719",0,0,0,0,0,1,1,0
"ENSG00000228808",0,1,2,2,5,3,0,0
"ENSG00000238241",0,0,0,0,0,0,0,0
"ENSG00000285448",0,0,0,0,0,0,0,0
"ENSG00000125304",3099,2554,3160,2233,3048,4348,2890,3031
"ENSG00000280734",33,15,30,20,8,21,25,21
"ENSG00000280710",0,0,0,0,0,0,0,0
"ENSG00000203441",0,0,1,1,0,1,3,0
"ENSG00000234168",0,0,0,0,0,0,0,0
"ENSG00000234239",0,0,0,0,0,0,0,0
"ENSG00000125246",17,19,42,37,40,60,28,46
"ENSG00000263615",0,0,0,0,0,0,0,0
"ENSG00000227659",0,0,0,0,0,0,0,0
"ENSG00000234303",0,0,0,0,0,0,0,0
"ENSG00000201245",0,0,0,0,0,0,0,0
"ENSG00000139800",0,0,0,0,0,0,0,0
"ENSG00000043355",0,0,0,0,0,0,0,0
"ENSG00000260738",0,0,0,0,0,0,0,0
"ENSG00000225999",0,0,0,0,0,0,0,0
"ENSG00000236554",0,0,0,0,0,1,1,1
"ENSG00000274605",35,31,33,12,41,40,24,11
"ENSG00000175198",311,284,294,177,352,352,229,256
"ENSG00000228501",15,7,13,2,8,13,2,3
"ENSG00000270632",1,0,0,0,0,0,0,0
"ENSG00000234650",0,1,2,1,1,2,3,0
"ENSG00000134864",66,63,91,64,83,97,62,75
"ENSG00000224356",1,2,0,2,1,2,0,0
"ENSG00000280169",0,0,0,0,0,0,1,0
"ENSG00000234354",581,526,664,358,369,332,169,163
"ENSG00000125247",439,284,218,109,426,343,315,244
"ENSG00000237082",3,0,0,0,1,1,2,0
"ENSG00000233009",0,0,0,0,0,0,0,0
"ENSG00000214051",0,0,0,0,0,0,0,0
"ENSG00000229599",0,0,0,0,0,0,0,0
"ENSG00000102452",40,56,150,146,85,179,52,134
"ENSG00000198542",660,1167,2430,2145,1699,4721,1550,3659
"ENSG00000102466",136,227,188,166,168,408,91,269
"ENSG00000276012",1,4,5,4,1,12,1,6
"ENSG00000201155",0,0,0,0,0,0,0,1
"ENSG00000215399",1,1,1,1,2,12,2,6
"ENSG00000265164",0,0,0,0,0,0,0,0
"ENSG00000229975",0,0,0,0,0,0,0,0
"ENSG00000201690",0,0,0,0,0,0,0,0
"ENSG00000264482",0,0,0,0,0,0,0,0
"ENSG00000236860",0,0,0,0,0,1,0,0
"ENSG00000243319",2,2,1,0,3,2,2,0
"ENSG00000279702",0,0,0,0,0,0,0,0
"ENSG00000234445",1,0,2,0,0,0,0,0
"ENSG00000272143",17,11,17,13,17,15,5,13
"ENSG00000261057",0,0,0,0,1,0,0,0
"ENSG00000276957",6,1,4,6,1,3,5,6
"ENSG00000134900",1746,1456,1817,1186,2067,3170,1385,1714
"ENSG00000139780",3,1,3,2,0,2,3,8
"ENSG00000175820",2,0,7,0,2,5,2,0
"ENSG00000231633",0,0,0,0,0,0,0,0
"ENSG00000151287",138,147,102,104,149,198,102,139
"ENSG00000134901",266,219,344,178,334,295,233,202
"ENSG00000134897",411,374,484,374,449,479,342,372
"ENSG00000270181",0,0,0,0,0,0,0,0
"ENSG00000134899",109,77,120,55,98,137,101,95
"ENSG00000250878",4,3,2,0,0,2,6,5
"ENSG00000272542",0,2,0,0,1,0,0,2
"ENSG00000278445",0,0,0,0,0,0,0,0
"ENSG00000125255",0,1,0,0,0,0,0,0
"ENSG00000285789",0,0,0,0,0,0,0,0
"ENSG00000234551",0,0,0,0,0,0,0,0
"ENSG00000230474",0,0,0,0,0,0,0,0
"ENSG00000225823",0,0,0,0,0,0,0,1
"ENSG00000232307",0,0,0,0,0,0,0,0
"ENSG00000275968",0,0,0,0,0,0,0,0
"ENSG00000275502",0,0,0,0,0,0,0,0
"ENSG00000182346",0,0,0,0,0,0,0,0
"ENSG00000280455",0,0,0,0,0,0,0,0
"ENSG00000226620",0,0,0,0,0,0,0,0
"ENSG00000252550",0,0,0,0,0,0,0,0
"ENSG00000222682",0,0,0,0,0,0,0,0
"ENSG00000233532",0,0,4,0,0,2,1,5
"ENSG00000174418",0,0,0,0,0,0,0,0
"ENSG00000125266",693,873,1135,628,272,971,990,1032
"ENSG00000284966",6,3,1,2,2,6,10,6
"ENSG00000274204",4,0,6,0,0,2,2,2
"ENSG00000134884",3449,3114,3354,2145,3443,4148,3217,3532
"ENSG00000272274",0,0,0,0,1,0,0,0
"ENSG00000230156",0,0,0,0,0,0,0,0
"ENSG00000227590",0,0,0,0,0,0,0,0
"ENSG00000278698",0,0,0,0,0,0,0,0
"ENSG00000174408",0,0,0,0,0,0,0,0
"ENSG00000277863",0,0,0,0,0,0,0,0
"ENSG00000279157",0,0,0,0,0,0,0,0
"ENSG00000285643",0,0,0,0,0,0,0,0
"ENSG00000204442",201,184,95,51,178,153,267,196
"ENSG00000201847",0,0,0,0,0,0,0,0
"ENSG00000276740",1,1,0,0,2,1,0,1
"ENSG00000221650",0,0,0,0,0,1,0,0
"ENSG00000227248",0,0,0,0,1,0,0,0
"ENSG00000274718",7,2,3,1,7,4,11,1
"ENSG00000174405",339,322,334,236,465,500,272,323
"ENSG00000139826",332,348,360,324,338,521,309,346
"ENSG00000102524",104,32,129,23,84,26,100,31
"ENSG00000277246",0,2,2,1,3,1,1,1
"ENSG00000223177",1,0,1,1,3,0,0,0
"ENSG00000283384",0,0,0,0,0,0,0,0
"ENSG00000232087",0,0,0,0,0,0,0,0
"ENSG00000041515",7,11,5,9,4,20,4,21
"ENSG00000229938",0,0,0,0,0,0,0,0
"ENSG00000236242",0,0,0,0,0,1,0,0
"ENSG00000275216",0,0,0,4,4,2,0,0
"ENSG00000223617",0,0,0,0,0,0,0,0
"ENSG00000236053",0,0,0,0,0,0,0,0
"ENSG00000229792",0,0,0,0,0,0,0,0
"ENSG00000285534",0,0,0,0,0,0,0,0
"ENSG00000234854",0,0,0,0,0,0,0,0
"ENSG00000185950",867,2119,891,2680,836,4419,810,4513
"ENSG00000275741",0,0,1,0,4,1,1,1
"ENSG00000275248",1,0,0,1,0,0,1,0
"ENSG00000201161",0,0,0,0,0,0,0,0
"ENSG00000274331",0,0,0,0,0,0,0,0
"ENSG00000275830",0,0,0,0,0,0,0,1
"ENSG00000276269",0,0,0,0,0,0,0,0
"ENSG00000231428",0,0,0,0,0,0,0,0
"ENSG00000265885",0,0,0,0,0,0,0,0
"ENSG00000279965",0,0,0,0,0,0,0,0
"ENSG00000187498",1072,2810,1354,1517,2022,6719,1164,2766
"ENSG00000279237",0,0,0,0,0,0,0,0
"ENSG00000134871",3065,5414,3433,2941,4558,10414,2356,4817
"ENSG00000276765",0,0,0,0,0,0,0,0
"ENSG00000224821",0,0,0,0,0,1,0,0
"ENSG00000232814",0,1,0,0,1,2,0,1
"ENSG00000139832",100,119,82,53,94,194,52,76
"ENSG00000275880",5,9,18,12,12,12,12,9
"ENSG00000213995",873,791,1050,591,898,1120,755,894
"ENSG00000134905",819,1048,808,551,1036,1320,692,948
"ENSG00000153487",200,193,234,137,230,249,174,211
"ENSG00000225239",0,0,0,0,0,0,0,0
"ENSG00000259831",0,1,2,0,0,0,0,0
"ENSG00000255874",154,74,170,42,95,57,111,70
"ENSG00000088448",1647,1426,1497,1045,1531,1358,1555,1500
"ENSG00000229152",165,114,123,99,132,144,180,146
"ENSG00000277767",11,6,14,5,9,11,7,11
"ENSG00000227105",0,0,0,0,0,1,0,0
"ENSG00000275989",0,0,0,0,0,0,0,0
"ENSG00000225760",19,22,12,11,22,18,16,18
"ENSG00000225870",0,0,0,0,0,0,0,0
"ENSG00000235875",0,0,1,0,0,1,0,0
"ENSG00000102606",1214,1196,1665,1239,1520,1912,1240,1660
"ENSG00000233644",0,0,0,0,0,0,0,0
"ENSG00000227352",0,0,0,1,0,0,0,0
"ENSG00000285856",1,0,2,0,1,1,1,1
"ENSG00000274614",0,0,0,0,0,1,0,0
"ENSG00000153495",15,17,25,17,25,36,13,8
"ENSG00000204398",0,0,0,0,0,0,0,0
"ENSG00000215881",0,0,0,0,0,0,0,0
"ENSG00000226903",0,0,0,0,0,0,0,0
"ENSG00000200072",0,0,0,0,0,0,0,0
"ENSG00000182968",0,0,0,0,0,0,0,0
"ENSG00000260385",0,0,0,0,0,0,0,0
"ENSG00000229520",0,0,0,0,0,0,0,0
"ENSG00000224243",0,0,0,0,0,0,0,0
"ENSG00000260102",0,0,0,0,0,0,0,0
"ENSG00000260343",0,0,0,0,0,0,0,0
"ENSG00000223626",0,0,0,0,0,0,0,0
"ENSG00000153498",0,0,0,0,0,0,0,0
"ENSG00000126216",550,465,566,320,567,654,505,449
"ENSG00000277159",16,13,11,9,7,17,15,7
"ENSG00000197595",0,0,1,0,0,0,0,0
"ENSG00000274922",15,13,13,7,16,17,12,9
"ENSG00000068650",1021,798,1189,572,1249,1608,997,1104
"ENSG00000232684",0,0,1,0,0,0,0,0
"ENSG00000277545",0,0,0,0,0,0,0,0
"ENSG00000126217",4,0,1,0,4,2,0,0
"ENSG00000267868",0,0,0,0,0,0,0,0
"ENSG00000235280",0,0,0,0,0,0,0,0
"ENSG00000269356",0,0,0,0,0,0,0,0
"ENSG00000269376",0,0,0,0,0,0,0,0
"ENSG00000057593",3,6,11,7,1,9,4,4
"ENSG00000126218",202,286,356,304,264,417,144,362
"ENSG00000231882",0,1,1,0,0,0,0,0
"ENSG00000230371",0,1,0,0,0,2,0,2
"ENSG00000283828",18,21,24,15,25,34,9,16
"ENSG00000126231",3,2,2,3,5,0,2,5
"ENSG00000269125",0,0,1,0,1,0,0,1
"ENSG00000126226",859,786,1067,611,1062,1378,811,852
"ENSG00000139842",1982,1993,2322,1486,2393,3161,1927,2167
"ENSG00000277942",10,11,14,9,26,10,12,5
"ENSG00000232662",0,0,1,0,0,0,0,0
"ENSG00000185896",11407,9674,13662,7774,12868,15234,9324,9820
"ENSG00000139835",75,80,74,53,48,72,29,47
"ENSG00000276434",1,0,1,0,1,1,1,0
"ENSG00000225083",1,0,3,0,1,2,1,0
"ENSG00000153531",45,25,39,15,58,74,51,38
"ENSG00000150401",252,188,287,177,325,312,270,246
"ENSG00000233613",0,1,4,0,2,1,0,0
"ENSG00000202347",0,0,0,1,1,0,0,1
"ENSG00000150403",3330,3283,4019,3018,3984,5525,2989,3857
"ENSG00000276916",9,11,10,2,20,22,10,8
"ENSG00000276248",38,24,53,20,60,81,37,36
"ENSG00000198176",1760,1769,1830,1303,1750,2598,1526,1685
"ENSG00000186009",0,0,0,0,0,0,1,0
"ENSG00000185974",0,0,0,0,0,0,0,0
"ENSG00000279770",0,1,1,1,0,2,1,0
"ENSG00000184497",40,66,112,65,91,127,47,66
"ENSG00000233695",359,74,195,21,124,240,169,16
"ENSG00000183087",5804,6622,14013,8386,21303,36499,7198,9594
"ENSG00000272695",109,181,197,159,266,573,99,195
"ENSG00000237699",0,0,0,0,0,0,0,0
"ENSG00000226921",0,0,0,0,0,0,0,0
"ENSG00000274766",0,0,0,0,0,0,0,0
"ENSG00000229373",0,4,0,8,18,35,0,2
"ENSG00000260910",5,14,19,7,29,163,4,16
"ENSG00000283199",12,11,10,8,15,51,8,40
"ENSG00000185989",1106,1020,1078,562,1466,2030,889,1132
"ENSG00000232487",1,0,1,0,0,0,1,0
"ENSG00000283361",0,0,0,0,0,0,0,0
"ENSG00000283347",0,0,0,0,0,0,0,0
"ENSG00000130177",1431,1329,1655,1001,1813,2214,1313,1434
"ENSG00000264539",1,2,0,1,2,0,0,1
"ENSG00000265450",0,0,0,0,0,0,0,0
"ENSG00000285672",3,1,1,2,2,4,2,1
"ENSG00000169062",1261,1196,1200,661,1288,1535,1043,939
"ENSG00000226158",0,1,1,0,0,0,0,0
"ENSG00000198824",615,622,733,517,828,1256,572,576
"ENSG00000229723",0,1,0,0,0,0,0,0
"ENSG00000260615",7,7,13,5,5,7,6,4
"ENSG00000283274",0,0,0,0,0,0,0,0
"ENSG00000215398",0,0,0,0,0,0,0,0
"ENSG00000206906",0,0,0,0,0,0,0,0
"ENSG00000257171",0,0,0,0,0,0,0,1
"ENSG00000257356",0,0,0,0,0,0,0,0
"ENSG00000257959",0,0,0,0,0,0,0,0
"ENSG00000257721",0,0,0,0,0,0,0,0
"ENSG00000258367",0,0,0,0,0,0,0,0
"ENSG00000257825",0,1,0,0,1,0,0,0
"ENSG00000257115",0,0,0,0,0,0,0,0
"ENSG00000257672",0,0,1,0,0,1,0,0
"ENSG00000258233",0,0,0,0,0,0,1,0
"ENSG00000257504",0,0,0,0,0,0,0,0
"ENSG00000257644",0,0,0,0,0,0,0,0
"ENSG00000257175",7,8,4,9,5,9,2,7
"ENSG00000258364",0,0,0,0,0,0,0,0
"ENSG00000257731",1,0,0,0,0,0,0,0
"ENSG00000258076",0,0,0,0,0,0,0,0
"ENSG00000257558",0,0,0,0,0,0,0,0
"ENSG00000239200",0,0,0,0,0,0,0,0
"ENSG00000257635",0,0,0,0,0,0,0,0
"ENSG00000257224",0,0,0,0,0,0,0,0
"ENSG00000277529",4,0,0,0,1,0,0,0
"ENSG00000277367",0,0,0,0,0,0,0,0
"ENSG00000278143",1,0,0,0,0,0,0,1
"ENSG00000257853",0,0,1,0,0,0,0,0
"ENSG00000257891",0,0,0,0,0,0,0,0
"ENSG00000258265",0,0,0,0,0,0,0,0
"ENSG00000222036",0,0,0,0,0,0,0,0
"ENSG00000275563",0,0,0,0,0,0,0,0
"ENSG00000212612",0,0,0,0,0,0,0,0
"ENSG00000258314",0,0,0,0,0,0,0,0
"ENSG00000274369",0,0,0,0,0,0,0,0
"ENSG00000225210",205,151,155,72,588,681,135,109
"ENSG00000277128",22,13,5,4,12,13,12,8
"ENSG00000277710",1,0,0,0,0,0,0,0
"ENSG00000278594",13,5,4,3,10,15,2,4
"ENSG00000196143",0,0,0,0,0,0,0,0
"ENSG00000271632",0,0,0,0,0,0,0,0
"ENSG00000277252",0,0,0,0,0,0,0,0
"ENSG00000258781",0,0,0,0,0,0,0,0
"ENSG00000285990",1,1,1,1,0,2,1,1
"ENSG00000257310",0,0,0,0,0,0,0,0
"ENSG00000277156",15,9,3,5,15,13,6,5
"ENSG00000244306",428,282,276,137,1075,1300,261,211
"ENSG00000228294",18,15,13,11,47,55,13,11
"ENSG00000274827",0,0,0,0,0,0,0,0
"ENSG00000278301",0,0,0,0,0,0,0,0
"ENSG00000187537",1,0,1,4,2,4,5,2
"ENSG00000276888",0,0,0,0,0,0,0,0
"ENSG00000212516",0,0,0,0,0,0,0,0
"ENSG00000257162",0,0,1,0,0,0,0,0
"ENSG00000258027",1,0,0,0,0,0,0,0
"ENSG00000273639",0,0,0,0,0,0,0,0
"ENSG00000274649",0,0,0,0,0,0,0,0
"ENSG00000278184",0,0,0,0,0,0,0,0
"ENSG00000257432",0,0,0,0,0,0,0,0
"ENSG00000273558",0,0,0,0,0,0,0,0
"ENSG00000258324",0,0,0,0,0,0,0,0
"ENSG00000257493",0,0,0,0,0,0,0,0
"ENSG00000257751",0,0,0,0,0,0,0,0
"ENSG00000257846",1,0,1,0,1,0,2,0
"ENSG00000259069",0,0,0,0,0,0,0,0
"ENSG00000257884",8,12,5,6,7,11,0,5
"ENSG00000257395",0,0,0,0,0,0,0,0
"ENSG00000258080",0,0,0,0,0,0,0,0
"ENSG00000257142",0,0,0,0,0,0,0,0
"ENSG00000258453",0,0,0,0,0,0,0,0
"ENSG00000176294",0,0,0,0,0,0,0,0
"ENSG00000258438",0,0,0,0,0,0,0,0
"ENSG00000182652",0,0,0,0,0,0,0,0
"ENSG00000176312",0,0,0,0,0,0,0,0
"ENSG00000176299",0,0,0,0,0,0,0,0
"ENSG00000258564",0,0,0,0,0,0,0,0
"ENSG00000228304",0,0,0,0,0,0,0,0
"ENSG00000176290",0,0,0,0,0,0,0,0
"ENSG00000165762",0,0,0,0,0,0,0,0
"ENSG00000258541",0,0,0,0,0,0,0,0
"ENSG00000259016",0,0,0,0,0,0,0,0
"ENSG00000176281",0,0,0,0,0,0,0,0
"ENSG00000155249",0,0,0,0,0,0,0,0
"ENSG00000258822",0,0,0,0,0,0,0,0
"ENSG00000169488",0,0,0,0,0,0,0,0
"ENSG00000196383",0,0,0,0,0,0,0,0
"ENSG00000169484",0,0,0,0,0,0,0,0
"ENSG00000176253",0,0,0,0,0,0,0,0
"ENSG00000258899",0,0,0,0,0,0,0,0
"ENSG00000176246",0,0,0,0,0,0,0,0
"ENSG00000252999",0,0,0,0,0,0,0,0
"ENSG00000258641",0,0,0,0,0,0,0,0
"ENSG00000176230",0,0,0,0,0,0,0,0
"ENSG00000184394",0,0,0,0,0,0,0,0
"ENSG00000259074",0,0,0,0,0,0,0,0
"ENSG00000259095",1,0,0,0,0,0,0,0
"ENSG00000258468",0,0,0,0,0,0,0,0
"ENSG00000284742",0,0,0,0,0,0,0,0
"ENSG00000196832",0,0,0,0,0,0,0,0
"ENSG00000258625",0,0,0,0,0,0,0,0
"ENSG00000176219",0,0,0,0,0,0,0,0
